run_name,dataset,model,smote_arm,condition,alpha,seed,status,exit_code,wall_seconds,smote_inoperative,sub6_count,data_hash,partition_hash,rounds_completed,rounds_configured,aggregation,log
baf_no-smote_iid_lr_ana_s42,baf,lr,no-smote,iid,,42,success,0,19.9,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,cd5b049a3e8a4b5fc2a50feb0040f03325bb292df7247f2a35d5e1805119d388,20,20,FedAvg,results/sweep/baf_no-smote_iid_lr_ana_s42/run.log
baf_no-smote_noniid_lr_a0.5_s42,baf,lr,no-smote,noniid,0.5,42,success,0,21.3,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,2a1e43d2c0e3b2d5e364c97aa6701742e9100c91e782105da4381e85c440a098,20,20,FedAvg,results/sweep/baf_no-smote_noniid_lr_a0.5_s42/run.log
baf_smote_centralized_svm_ana_s42,baf,svm,smote,centralized,,42,skipped_inoperative,,0,True,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,,n/a,n/a,,
baf_smote_iid_svm_ana_s42,baf,svm,smote,iid,,42,skipped_inoperative,,0,True,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,cd5b049a3e8a4b5fc2a50feb0040f03325bb292df7247f2a35d5e1805119d388,n/a,20,,
baf_smote_noniid_svm_a0.5_s42,baf,svm,smote,noniid,0.5,42,success,0,30.0,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,2a1e43d2c0e3b2d5e364c97aa6701742e9100c91e782105da4381e85c440a098,20,20,FedAvg,results/sweep/baf_smote_noniid_svm_a0.5_s42/run.log
baf_no-smote_centralized_svm_ana_s42,baf,svm,no-smote,centralized,,42,success,0,8.2,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,,n/a,n/a,n/a (centralized),results/sweep/baf_no-smote_centralized_svm_ana_s42/run.log
baf_no-smote_iid_svm_ana_s42,baf,svm,no-smote,iid,,42,success,0,18.9,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,cd5b049a3e8a4b5fc2a50feb0040f03325bb292df7247f2a35d5e1805119d388,20,20,FedAvg,results/sweep/baf_no-smote_iid_svm_ana_s42/run.log
baf_no-smote_noniid_svm_a0.5_s42,baf,svm,no-smote,noniid,0.5,42,success,0,29.7,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,2a1e43d2c0e3b2d5e364c97aa6701742e9100c91e782105da4381e85c440a098,20,20,FedAvg,results/sweep/baf_no-smote_noniid_svm_a0.5_s42/run.log
baf_smote_centralized_gbm_ana_s42,baf,gbm,smote,centralized,,42,skipped_inoperative,,0,True,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,,n/a,n/a,,
baf_smote_iid_gbm_ana_s42,baf,gbm,smote,iid,,42,skipped_inoperative,,0,True,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,cd5b049a3e8a4b5fc2a50feb0040f03325bb292df7247f2a35d5e1805119d388,n/a,20,,
baf_smote_noniid_gbm_a0.5_s42,baf,gbm,smote,noniid,0.5,42,success,0,309.4,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,2a1e43d2c0e3b2d5e364c97aa6701742e9100c91e782105da4381e85c440a098,20,20,best-model-selection,results/sweep/baf_smote_noniid_gbm_a0.5_s42/run.log
baf_no-smote_centralized_gbm_ana_s42,baf,gbm,no-smote,centralized,,42,success,0,22.1,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,,n/a,n/a,n/a (centralized),results/sweep/baf_no-smote_centralized_gbm_ana_s42/run.log
baf_no-smote_iid_gbm_ana_s42,baf,gbm,no-smote,iid,,42,success,0,189.2,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,cd5b049a3e8a4b5fc2a50feb0040f03325bb292df7247f2a35d5e1805119d388,20,20,best-model-selection,results/sweep/baf_no-smote_iid_gbm_ana_s42/run.log
baf_no-smote_noniid_gbm_a0.5_s42,baf,gbm,no-smote,noniid,0.5,42,success,0,279.2,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,2a1e43d2c0e3b2d5e364c97aa6701742e9100c91e782105da4381e85c440a098,20,20,best-model-selection,results/sweep/baf_no-smote_noniid_gbm_a0.5_s42/run.log
baf_smote_centralized_ffd_ana_s42,baf,ffd,smote,centralized,,42,skipped_inoperative,,0,True,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,,n/a,n/a,,
baf_smote_iid_ffd_ana_s42,baf,ffd,smote,iid,,42,skipped_inoperative,,0,True,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,cd5b049a3e8a4b5fc2a50feb0040f03325bb292df7247f2a35d5e1805119d388,n/a,20,,
baf_smote_noniid_ffd_a0.5_s42,baf,ffd,smote,noniid,0.5,42,success,0,950.2,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,2a1e43d2c0e3b2d5e364c97aa6701742e9100c91e782105da4381e85c440a098,20,20,accuracy-weighted-FedAvg,results/sweep/baf_smote_noniid_ffd_a0.5_s42/run.log
baf_no-smote_centralized_ffd_ana_s42,baf,ffd,no-smote,centralized,,42,success,0,312.6,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,,n/a,n/a,n/a (centralized),results/sweep/baf_no-smote_centralized_ffd_ana_s42/run.log
baf_no-smote_iid_ffd_ana_s42,baf,ffd,no-smote,iid,,42,success,0,539.6,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,cd5b049a3e8a4b5fc2a50feb0040f03325bb292df7247f2a35d5e1805119d388,20,20,accuracy-weighted-FedAvg,results/sweep/baf_no-smote_iid_ffd_ana_s42/run.log
baf_no-smote_noniid_ffd_a0.5_s42,baf,ffd,no-smote,noniid,0.5,42,success,0,939.4,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,2a1e43d2c0e3b2d5e364c97aa6701742e9100c91e782105da4381e85c440a098,20,20,accuracy-weighted-FedAvg,results/sweep/baf_no-smote_noniid_ffd_a0.5_s42/run.log
baf_smote_centralized_bert_fraud_ana_s42,baf,bert_fraud,smote,centralized,,42,skipped_inoperative,,0,True,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,,n/a,n/a,,
baf_smote_iid_bert_fraud_ana_s42,baf,bert_fraud,smote,iid,,42,skipped_inoperative,,0,True,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,cd5b049a3e8a4b5fc2a50feb0040f03325bb292df7247f2a35d5e1805119d388,n/a,20,,
baf_smote_noniid_bert_fraud_a0.5_s42,baf,bert_fraud,smote,noniid,0.5,42,success,0,3350.4,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,2a1e43d2c0e3b2d5e364c97aa6701742e9100c91e782105da4381e85c440a098,20,20,accuracy-weighted-FedAvg,results/sweep/baf_smote_noniid_bert_fraud_a0.5_s42/run.log
baf_no-smote_centralized_bert_fraud_ana_s42,baf,bert_fraud,no-smote,centralized,,42,success,0,1110.2,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,,n/a,n/a,n/a (centralized),results/sweep/baf_no-smote_centralized_bert_fraud_ana_s42/run.log
baf_no-smote_iid_bert_fraud_ana_s42,baf,bert_fraud,no-smote,iid,,42,success,0,2549.4,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,cd5b049a3e8a4b5fc2a50feb0040f03325bb292df7247f2a35d5e1805119d388,20,20,accuracy-weighted-FedAvg,results/sweep/baf_no-smote_iid_bert_fraud_ana_s42/run.log
baf_no-smote_noniid_bert_fraud_a0.5_s42,baf,bert_fraud,no-smote,noniid,0.5,42,success,0,3188.9,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,2a1e43d2c0e3b2d5e364c97aa6701742e9100c91e782105da4381e85c440a098,20,20,accuracy-weighted-FedAvg,results/sweep/baf_no-smote_noniid_bert_fraud_a0.5_s42/run.log
baf_smote_centralized_fedxgbllr_ana_s42,baf,fedxgbllr,smote,centralized,,42,skipped_inoperative,,0,True,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,,n/a,n/a,,
baf_smote_iid_fedxgbllr_ana_s42,baf,fedxgbllr,smote,iid,,42,skipped_inoperative,,0,True,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,cd5b049a3e8a4b5fc2a50feb0040f03325bb292df7247f2a35d5e1805119d388,n/a,50,,
baf_smote_noniid_fedxgbllr_a0.5_s42,baf,fedxgbllr,smote,noniid,0.5,42,failed_no_artifact,0,1173.7,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,2a1e43d2c0e3b2d5e364c97aa6701742e9100c91e782105da4381e85c440a098,22,50,tree-ensemble+CNN-FedAvg,results/sweep/baf_smote_noniid_fedxgbllr_a0.5_s42/run.log
baf_no-smote_centralized_fedxgbllr_ana_s42,baf,fedxgbllr,no-smote,centralized,,42,success,0,12.1,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,,n/a,n/a,n/a (centralized); XGBoost (centralized upper bound),results/sweep/baf_no-smote_centralized_fedxgbllr_ana_s42/run.log
baf_no-smote_iid_fedxgbllr_ana_s42,baf,fedxgbllr,no-smote,iid,,42,failed_no_artifact,0,1902.8,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,cd5b049a3e8a4b5fc2a50feb0040f03325bb292df7247f2a35d5e1805119d388,16,50,tree-ensemble+CNN-FedAvg,results/sweep/baf_no-smote_iid_fedxgbllr_ana_s42/run.log
baf_no-smote_noniid_fedxgbllr_a0.5_s42,baf,fedxgbllr,no-smote,noniid,0.5,42,failed_no_artifact,0,1395.9,False,0,b3e0d335cd39bbe7ced91080d29d65cd5d313ecfe63c40abda3ce9248d518b0b,2a1e43d2c0e3b2d5e364c97aa6701742e9100c91e782105da4381e85c440a098,37,50,tree-ensemble+CNN-FedAvg,results/sweep/baf_no-smote_noniid_fedxgbllr_a0.5_s42/run.log
paysim_smote_centralized_lr_ana_s42,paysim,lr,smote,centralized,,42,success,0,11.6,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,,n/a,n/a,n/a (centralized),results/sweep/paysim_smote_centralized_lr_ana_s42/run.log
paysim_smote_iid_lr_ana_s42,paysim,lr,smote,iid,,42,success,0,41.9,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,bca1e67969caa7a806e137f6f73387ccbbc9421d6ef1609b17d15af8c05a8367,20,20,FedAvg,results/sweep/paysim_smote_iid_lr_ana_s42/run.log
paysim_smote_noniid_lr_a0.5_s42,paysim,lr,smote,noniid,0.5,42,success,0,40.8,False,2,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,09ff2c0d5af4f6c67a18c74b29d039de3d77792c9982884d2097585e32c2e7de,20,20,FedAvg,results/sweep/paysim_smote_noniid_lr_a0.5_s42/run.log
paysim_no-smote_centralized_lr_ana_s42,paysim,lr,no-smote,centralized,,42,success,0,9.8,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,,n/a,n/a,n/a (centralized),results/sweep/paysim_no-smote_centralized_lr_ana_s42/run.log
paysim_no-smote_iid_lr_ana_s42,paysim,lr,no-smote,iid,,42,success,0,39.8,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,bca1e67969caa7a806e137f6f73387ccbbc9421d6ef1609b17d15af8c05a8367,20,20,FedAvg,results/sweep/paysim_no-smote_iid_lr_ana_s42/run.log
paysim_no-smote_noniid_lr_a0.5_s42,paysim,lr,no-smote,noniid,0.5,42,success,0,40.6,False,2,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,09ff2c0d5af4f6c67a18c74b29d039de3d77792c9982884d2097585e32c2e7de,20,20,FedAvg,results/sweep/paysim_no-smote_noniid_lr_a0.5_s42/run.log
paysim_smote_centralized_svm_ana_s42,paysim,svm,smote,centralized,,42,success,0,17.4,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,,n/a,n/a,n/a (centralized),results/sweep/paysim_smote_centralized_svm_ana_s42/run.log
paysim_smote_iid_svm_ana_s42,paysim,svm,smote,iid,,42,success,0,40.9,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,bca1e67969caa7a806e137f6f73387ccbbc9421d6ef1609b17d15af8c05a8367,20,20,FedAvg,results/sweep/paysim_smote_iid_svm_ana_s42/run.log
paysim_smote_noniid_svm_a0.5_s42,paysim,svm,smote,noniid,0.5,42,success,0,59.8,False,2,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,09ff2c0d5af4f6c67a18c74b29d039de3d77792c9982884d2097585e32c2e7de,20,20,FedAvg,results/sweep/paysim_smote_noniid_svm_a0.5_s42/run.log
paysim_no-smote_centralized_svm_ana_s42,paysim,svm,no-smote,centralized,,42,success,0,13.0,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,,n/a,n/a,n/a (centralized),results/sweep/paysim_no-smote_centralized_svm_ana_s42/run.log
paysim_no-smote_iid_svm_ana_s42,paysim,svm,no-smote,iid,,42,success,0,39.8,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,bca1e67969caa7a806e137f6f73387ccbbc9421d6ef1609b17d15af8c05a8367,20,20,FedAvg,results/sweep/paysim_no-smote_iid_svm_ana_s42/run.log
paysim_no-smote_noniid_svm_a0.5_s42,paysim,svm,no-smote,noniid,0.5,42,success,0,59.6,False,2,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,09ff2c0d5af4f6c67a18c74b29d039de3d77792c9982884d2097585e32c2e7de,20,20,FedAvg,results/sweep/paysim_no-smote_noniid_svm_a0.5_s42/run.log
paysim_smote_centralized_gbm_ana_s42,paysim,gbm,smote,centralized,,42,success,0,38.7,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,,n/a,n/a,n/a (centralized),results/sweep/paysim_smote_centralized_gbm_ana_s42/run.log
paysim_smote_iid_gbm_ana_s42,paysim,gbm,smote,iid,,42,success,0,520.4,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,bca1e67969caa7a806e137f6f73387ccbbc9421d6ef1609b17d15af8c05a8367,20,20,best-model-selection,results/sweep/paysim_smote_iid_gbm_ana_s42/run.log
paysim_smote_noniid_gbm_a0.5_s42,paysim,gbm,smote,noniid,0.5,42,success,0,589.8,False,2,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,09ff2c0d5af4f6c67a18c74b29d039de3d77792c9982884d2097585e32c2e7de,20,20,best-model-selection,results/sweep/paysim_smote_noniid_gbm_a0.5_s42/run.log
paysim_no-smote_centralized_gbm_ana_s42,paysim,gbm,no-smote,centralized,,42,success,0,36.4,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,,n/a,n/a,n/a (centralized),results/sweep/paysim_no-smote_centralized_gbm_ana_s42/run.log
paysim_no-smote_iid_gbm_ana_s42,paysim,gbm,no-smote,iid,,42,success,0,509.4,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,bca1e67969caa7a806e137f6f73387ccbbc9421d6ef1609b17d15af8c05a8367,20,20,best-model-selection,results/sweep/paysim_no-smote_iid_gbm_ana_s42/run.log
paysim_no-smote_noniid_gbm_a0.5_s42,paysim,gbm,no-smote,noniid,0.5,42,success,0,589.4,False,2,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,09ff2c0d5af4f6c67a18c74b29d039de3d77792c9982884d2097585e32c2e7de,20,20,best-model-selection,results/sweep/paysim_no-smote_noniid_gbm_a0.5_s42/run.log
paysim_smote_centralized_ffd_ana_s42,paysim,ffd,smote,centralized,,42,success,0,1855.2,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,,n/a,n/a,n/a (centralized),results/sweep/paysim_smote_centralized_ffd_ana_s42/run.log
paysim_smote_iid_ffd_ana_s42,paysim,ffd,smote,iid,,42,success,0,2910.3,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,bca1e67969caa7a806e137f6f73387ccbbc9421d6ef1609b17d15af8c05a8367,20,20,accuracy-weighted-FedAvg,results/sweep/paysim_smote_iid_ffd_ana_s42/run.log
paysim_smote_noniid_ffd_a0.5_s42,paysim,ffd,smote,noniid,0.5,42,success,0,5261.9,False,2,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,09ff2c0d5af4f6c67a18c74b29d039de3d77792c9982884d2097585e32c2e7de,20,20,accuracy-weighted-FedAvg,results/sweep/paysim_smote_noniid_ffd_a0.5_s42/run.log
paysim_no-smote_centralized_ffd_ana_s42,paysim,ffd,no-smote,centralized,,42,success,0,1831.8,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,,n/a,n/a,n/a (centralized),results/sweep/paysim_no-smote_centralized_ffd_ana_s42/run.log
paysim_no-smote_iid_ffd_ana_s42,paysim,ffd,no-smote,iid,,42,success,0,2900.3,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,bca1e67969caa7a806e137f6f73387ccbbc9421d6ef1609b17d15af8c05a8367,20,20,accuracy-weighted-FedAvg,results/sweep/paysim_no-smote_iid_ffd_ana_s42/run.log
paysim_no-smote_noniid_ffd_a0.5_s42,paysim,ffd,no-smote,noniid,0.5,42,success,0,5272.0,False,2,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,09ff2c0d5af4f6c67a18c74b29d039de3d77792c9982884d2097585e32c2e7de,20,20,accuracy-weighted-FedAvg,results/sweep/paysim_no-smote_noniid_ffd_a0.5_s42/run.log
paysim_smote_centralized_bert_fraud_ana_s42,paysim,bert_fraud,smote,centralized,,42,success,0,6330.3,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,,n/a,n/a,n/a (centralized),results/sweep/paysim_smote_centralized_bert_fraud_ana_s42/run.log
paysim_smote_iid_bert_fraud_ana_s42,paysim,bert_fraud,smote,iid,,42,success,0,9180.0,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,bca1e67969caa7a806e137f6f73387ccbbc9421d6ef1609b17d15af8c05a8367,20,20,accuracy-weighted-FedAvg,results/sweep/paysim_smote_iid_bert_fraud_ana_s42/run.log
paysim_smote_noniid_bert_fraud_a0.5_s42,paysim,bert_fraud,smote,noniid,0.5,42,success,0,12413.6,False,2,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,09ff2c0d5af4f6c67a18c74b29d039de3d77792c9982884d2097585e32c2e7de,20,20,accuracy-weighted-FedAvg,results/sweep/paysim_smote_noniid_bert_fraud_a0.5_s42/run.log
paysim_no-smote_centralized_bert_fraud_ana_s42,paysim,bert_fraud,no-smote,centralized,,42,success,0,6220.2,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,,n/a,n/a,n/a (centralized),results/sweep/paysim_no-smote_centralized_bert_fraud_ana_s42/run.log
paysim_no-smote_iid_bert_fraud_ana_s42,paysim,bert_fraud,no-smote,iid,,42,success,0,9140.8,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,bca1e67969caa7a806e137f6f73387ccbbc9421d6ef1609b17d15af8c05a8367,20,20,accuracy-weighted-FedAvg,results/sweep/paysim_no-smote_iid_bert_fraud_ana_s42/run.log
paysim_no-smote_noniid_bert_fraud_a0.5_s42,paysim,bert_fraud,no-smote,noniid,0.5,42,success,0,12402.1,False,2,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,09ff2c0d5af4f6c67a18c74b29d039de3d77792c9982884d2097585e32c2e7de,20,20,accuracy-weighted-FedAvg,results/sweep/paysim_no-smote_noniid_bert_fraud_a0.5_s42/run.log
paysim_smote_centralized_fedxgbllr_ana_s42,paysim,fedxgbllr,smote,centralized,,42,success,0,15.0,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,,n/a,n/a,n/a (centralized); XGBoost (centralized upper bound),results/sweep/paysim_smote_centralized_fedxgbllr_ana_s42/run.log
paysim_smote_iid_fedxgbllr_ana_s42,paysim,fedxgbllr,smote,iid,,42,failed_no_artifact,0,218.7,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,bca1e67969caa7a806e137f6f73387ccbbc9421d6ef1609b17d15af8c05a8367,14,50,tree-ensemble+CNN-FedAvg,results/sweep/paysim_smote_iid_fedxgbllr_ana_s42/run.log
paysim_smote_noniid_fedxgbllr_a0.5_s42,paysim,fedxgbllr,smote,noniid,0.5,42,failed_no_artifact,0,225.1,False,2,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,09ff2c0d5af4f6c67a18c74b29d039de3d77792c9982884d2097585e32c2e7de,20,50,tree-ensemble+CNN-FedAvg,results/sweep/paysim_smote_noniid_fedxgbllr_a0.5_s42/run.log
paysim_no-smote_centralized_fedxgbllr_ana_s42,paysim,fedxgbllr,no-smote,centralized,,42,success,0,14.6,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,,n/a,n/a,n/a (centralized); XGBoost (centralized upper bound),results/sweep/paysim_no-smote_centralized_fedxgbllr_ana_s42/run.log
paysim_no-smote_iid_fedxgbllr_ana_s42,paysim,fedxgbllr,no-smote,iid,,42,failed_no_artifact,0,221.4,False,0,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,bca1e67969caa7a806e137f6f73387ccbbc9421d6ef1609b17d15af8c05a8367,13,50,tree-ensemble+CNN-FedAvg,results/sweep/paysim_no-smote_iid_fedxgbllr_ana_s42/run.log
paysim_no-smote_noniid_fedxgbllr_a0.5_s42,paysim,fedxgbllr,no-smote,noniid,0.5,42,failed_no_artifact,0,267.2,False,2,dd257865dfff5b8fbbd7db8558d2ffd74b5ca30eb09a013886c52349f35e9fa5,09ff2c0d5af4f6c67a18c74b29d039de3d77792c9982884d2097585e32c2e7de,14,50,tree-ensemble+CNN-FedAvg,results/sweep/paysim_no-smote_noniid_fedxgbllr_a0.5_s42/run.log
creditcard_no-smote_centralized_lr_ana_s42,creditcard,lr,no-smote,centralized,,42,success,0,6.8,False,0,529651a852144c96edac9868cb8434348123b11c8f820d8a873597206f183f35,,n/a,n/a,n/a (centralized),results/sweep/creditcard_no-smote_centralized_lr_ana_s42/run.log
creditcard_smote_centralized_gbm_ana_s42,creditcard,gbm,smote,centralized,,42,success,0,7.8,False,0,529651a852144c96edac9868cb8434348123b11c8f820d8a873597206f183f35,,n/a,n/a,n/a (centralized),results/sweep/creditcard_smote_centralized_gbm_ana_s42/run.log
creditcard_smote_iid_gbm_ana_s42,creditcard,gbm,smote,iid,,42,success,0,31.2,False,0,529651a852144c96edac9868cb8434348123b11c8f820d8a873597206f183f35,7b688054df33b633896520415072d91c219323722215a77477bb3e20fe2e3cbf,20,20,best-model-selection,results/sweep/creditcard_smote_iid_gbm_ana_s42/run.log
creditcard_smote_noniid_gbm_a0.5_s42,creditcard,gbm,smote,noniid,0.5,42,success,0,59.1,False,0,529651a852144c96edac9868cb8434348123b11c8f820d8a873597206f183f35,a74b400c56313f2e0d8e2ba6e55bc164d6e369410ffacdb8e83941662fd8226b,20,20,best-model-selection,results/sweep/creditcard_smote_noniid_gbm_a0.5_s42/run.log
creditcard_no-smote_centralized_gbm_ana_s42,creditcard,gbm,no-smote,centralized,,42,success,0,7.1,False,0,529651a852144c96edac9868cb8434348123b11c8f820d8a873597206f183f35,,n/a,n/a,n/a (centralized),results/sweep/creditcard_no-smote_centralized_gbm_ana_s42/run.log
creditcard_no-smote_iid_gbm_ana_s42,creditcard,gbm,no-smote,iid,,42,success,0,30.4,False,0,529651a852144c96edac9868cb8434348123b11c8f820d8a873597206f183f35,7b688054df33b633896520415072d91c219323722215a77477bb3e20fe2e3cbf,20,20,best-model-selection,results/sweep/creditcard_no-smote_iid_gbm_ana_s42/run.log
creditcard_no-smote_noniid_gbm_a0.5_s42,creditcard,gbm,no-smote,noniid,0.5,42,success,0,48.5,False,0,529651a852144c96edac9868cb8434348123b11c8f820d8a873597206f183f35,a74b400c56313f2e0d8e2ba6e55bc164d6e369410ffacdb8e83941662fd8226b,20,20,best-model-selection,results/sweep/creditcard_no-smote_noniid_gbm_a0.5_s42/run.log
creditcard_smote_iid_fedxgbllr_ana_s42,creditcard,fedxgbllr,smote,iid,,42,success,0,418.5,False,0,529651a852144c96edac9868cb8434348123b11c8f820d8a873597206f183f35,7b688054df33b633896520415072d91c219323722215a77477bb3e20fe2e3cbf,26,50,tree-ensemble+CNN-FedAvg,results/sweep/creditcard_smote_iid_fedxgbllr_ana_s42/run.log
creditcard_smote_noniid_fedxgbllr_a0.5_s42,creditcard,fedxgbllr,smote,noniid,0.5,42,success,0,655.7,False,0,529651a852144c96edac9868cb8434348123b11c8f820d8a873597206f183f35,a74b400c56313f2e0d8e2ba6e55bc164d6e369410ffacdb8e83941662fd8226b,32,50,tree-ensemble+CNN-FedAvg,results/sweep/creditcard_smote_noniid_fedxgbllr_a0.5_s42/run.log
creditcard_no-smote_iid_fedxgbllr_ana_s42,creditcard,fedxgbllr,no-smote,iid,,42,success,0,248.6,False,0,529651a852144c96edac9868cb8434348123b11c8f820d8a873597206f183f35,7b688054df33b633896520415072d91c219323722215a77477bb3e20fe2e3cbf,15,50,tree-ensemble+CNN-FedAvg,results/sweep/creditcard_no-smote_iid_fedxgbllr_ana_s42/run.log
creditcard_no-smote_noniid_fedxgbllr_a0.5_s42,creditcard,fedxgbllr,no-smote,noniid,0.5,42,success,0,323.8,False,0,529651a852144c96edac9868cb8434348123b11c8f820d8a873597206f183f35,a74b400c56313f2e0d8e2ba6e55bc164d6e369410ffacdb8e83941662fd8226b,15,50,tree-ensemble+CNN-FedAvg,results/sweep/creditcard_no-smote_noniid_fedxgbllr_a0.5_s42/run.log
